sample_name,sample_class,session_id,session,session_date_utc,scan,cc,crab number,scan chela merus,durometer,refractometer,colorimeter_l,colorimter_a,colorimeter_b,scanner_serial,scan_configuration,scan_temperature,scan_humidity,scan_pga,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
115 to 124mm-11,115_124mm,115 to 124mm-11:1,1,2023-09-09 18:50,2,,32,merus,,,,,,TS04439,TSH20X9,37.47999954,48.24000168,64,17926,19372,21146,22646,24467,25771,28013,30885,34398,36811,40584,43905,45918,48658,51282,53647,55125,57456,59453,61363,62621,64310,65744,67124,67655,68397,68957,69364,69478,69634,69739,69906,69861,69825,69805,69619,69638,69528,69608,69678,69727,69853,69888,69936,69931,69991,69915,69863,69763,69701,69496,69389,69123,68843,68570,68267,68013,67751,67420,67072,66805,66416,66059,65674,65421,64824,64046,63161,62501,61416,60229,59191,58527,57635,57074,56620,56368,56404,56239,56363,56676,56784,57073,57328,57696,58223,58627,59027,59412,60028,60593,61098,61805,62701,63576,64495,65448,66588,67542,68265,69206,70149,71005,71484,72146,72665,72936,73062,73478,73535,73823,73868,73941,73873,73704,73613,73355,73059,72527,72150,71609,70789,69961,69236,68289,67089,65885,65078,63699,62309,60887,59970,58657,57258,55810,55010,53642,52353,51095,50216,48737,46895,44770,43116,40311,37233,33898,31930,28656,25672,23162,21604,19912,18210,17358,16330,15562,14839,14576,14133,13868,13656,13378,13177,13035,12984,12941,12753,12739,12562,12595,12645,12774,12674,12723,12869,12926,13015,13122,13257,13433,13727,13768,14067,14156,14263,14368,14581,14846,14895,15029,15292,15350,15488,15659,15788,15891,15911,15910,16069,16089,16080,16029,16015,16042,15994,15926,15858,15678,15590,15356,15329,15112,14987,14806,14661,14494,14287,14121,13885,13677,13508,13309,13231,12877,12782,12452,12134,11886,11639,11315,11207,10816,10695,10372,10189,9777,9674,9263,8848,8577,8290,7749,7286,6843,6411,5790,5117,4311,4059,3363,2890,2466,2210,1936,1735
,,,,,,,32,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
115 to 124mm-11,115_124mm,115 to 124mm-11:1,1,2023-09-09 18:50,3,,32,merus,,,,,,TS04439,TSH20X9,37.63000107,48.02000046,64,18035,19411,21224,22745,24548,25816,28143,30887,34358,36808,40422,43778,45833,48520,50983,53253,54777,57000,58958,60916,62052,63669,65034,66311,66908,67697,68288,68644,68797,68942,69111,69213,69219,69315,69145,69119,69184,69164,69138,69330,69410,69542,69600,69658,69648,69734,69719,69744,69663,69597,69360,69245,69082,68799,68551,68240,67989,67666,67434,66997,66635,66350,65966,65552,65375,64753,63988,63040,62459,61248,60022,58927,58249,57518,56842,56354,56268,56241,56190,56275,56518,56608,57054,57340,57629,58140,58604,59022,59330,59994,60464,60960,61768,62620,63531,64370,65422,66410,67391,68105,68980,69919,70699,71144,71884,72247,72610,72701,73147,73158,73364,73515,73571,73401,73426,73200,72993,72640,72108,71702,71074,70309,69499,68800,67821,66504,65289,64540,63215,61757,60219,59375,58059,56638,55254,54330,53005,51757,50432,49528,47986,46170,44008,42424,39616,36365,33270,31083,27814,24956,22377,20863,19137,17515,16687,15686,14920,14305,14028,13602,13368,13163,12976,12779,12616,12463,12461,12397,12311,12224,12126,12255,12310,12211,12348,12354,12621,12609,12716,12947,13144,13367,13396,13663,13859,13920,14096,14318,14556,14655,14798,14966,15117,15228,15283,15417,15613,15695,15658,15831,15775,15671,15810,15816,15829,15820,15743,15595,15401,15383,15123,15080,14920,14722,14579,14451,14306,14033,13851,13743,13500,13327,13162,13071,12700,12595,12275,11936,11676,11466,11205,10943,10585,10566,10180,9903,9683,9505,9078,8753,8439,8221,7748,7193,6648,6382,5699,4977,4263,3887,3353,2779,2420,2174,1889,1757
,,,,,,,32,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
115 to 124mm-10,115_124mm,115 to 124mm-10:1,1,2023-09-09 18:49,1,,31,chela ,,,,,,TS04439,TSH20X9,37.45000076,48.24000168,64,15301,16485,17833,19210,20709,21803,23792,26187,29062,31132,34368,37139,38879,41201,43375,45429,46682,48585,50257,51911,52980,54317,55498,56457,56950,57588,58074,58302,58420,58445,58551,58510,58422,58370,58169,58060,58014,57847,57747,57892,57917,57956,57841,57860,57804,57785,57772,57747,57579,57480,57342,57212,57184,56814,56607,56367,56137,55898,55676,55363,55156,54850,54624,54347,54108,53722,53084,52444,51916,51096,50288,49620,49164,48616,48298,48015,48029,48113,48056,48284,48564,48662,49035,49181,49561,50018,50382,50742,51172,51668,52104,52590,53347,54020,54802,55556,56458,57334,58201,58747,59529,60309,60971,61403,61984,62337,62553,62764,62957,63036,63213,63268,63357,63253,63299,63173,63081,62664,62427,62062,61615,61133,60494,59940,59283,58413,57513,56990,56064,54952,53960,53241,52297,51280,50262,49542,48586,47660,46542,45866,44702,43312,41572,40192,37876,35354,32633,30821,28114,25588,23254,21933,20177,18581,17836,16705,16050,15312,15065,14587,14282,14119,13869,13735,13546,13427,13355,13263,13195,13142,13140,13136,13236,13277,13447,13602,13771,13917,14125,14357,14664,14907,14928,15241,15572,15632,15797,15986,16279,16499,16611,16711,16930,17098,17196,17275,17334,17439,17505,17476,17453,17391,17477,17370,17294,17363,17234,17082,16925,16878,16586,16570,16375,16075,15919,15698,15475,15226,15074,14887,14572,14325,14218,13983,13596,13549,13134,12772,12523,12422,12062,11813,11432,11280,10964,10637,10266,10186,9737,9418,9086,8773,8237,7689,7205,6870,6064,5231,4604,4313,3617,3127,2617,2355,2127,1767
,,,,,,,31,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
115 to 124mm-10,115_124mm,115 to 124mm-10:1,1,2023-09-09 18:49,2,,31,chela ,,,,,,TS04439,TSH20X9,37.61000061,48.11999893,64,14984,16137,17678,18934,20485,21571,23468,25862,28776,30732,33861,36711,38457,40794,42939,44979,46186,48140,49854,51516,52514,53912,55135,56157,56617,57229,57671,57947,58030,58058,58115,58199,58022,58066,57921,57754,57645,57576,57502,57457,57418,57571,57385,57464,57404,57376,57268,57239,57218,57038,56706,56695,56573,56284,56020,55768,55510,55304,55019,54753,54495,54191,53935,53592,53383,52950,52332,51725,51327,50389,49616,48851,48393,47957,47643,47414,47360,47452,47482,47709,47961,48155,48462,48671,48997,49503,49857,50173,50588,51123,51549,52061,52766,53494,54364,55021,55943,56851,57681,58245,58918,59804,60361,60873,61401,61762,61993,62122,62414,62466,62644,62789,62843,62815,62708,62560,62561,62194,61880,61607,61186,60609,60066,59458,58916,58034,57185,56734,55745,54681,53679,53026,52085,51056,50026,49392,48410,47458,46430,45756,44553,43175,41517,40109,37809,35340,32728,30892,28302,25785,23557,22231,20521,19068,18203,17223,16518,15774,15479,15196,14720,14537,14418,14155,14044,14007,13870,13846,13747,13676,13681,13737,13870,13867,14020,14175,14335,14482,14627,14891,15161,15439,15537,15841,16103,16288,16398,16618,16901,16979,17104,17221,17433,17543,17578,17735,17756,17838,17797,17912,17871,17769,17809,17761,17744,17648,17565,17371,17368,17114,16799,16804,16472,16332,16151,15909,15802,15544,15337,15124,14811,14561,14480,14150,13901,13680,13325,13048,12766,12524,12210,11920,11524,11321,11060,10761,10398,10235,9868,9470,9120,8787,8299,7804,7248,6839,6225,5458,4660,4286,3624,3110,2556,2349,2148,1792
,,,,,,,31,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
115 to 124mm-10,115_124mm,115 to 124mm-10:1,1,2023-09-09 18:49,3,,31,chela ,,,,,,TS04439,TSH20X9,37.74000168,47.88000107,64,14391,15440,16842,18121,19562,20703,22509,24805,27573,29641,32630,35401,37052,39269,41352,43390,44579,46500,48186,49828,50829,52218,53407,54369,54902,55493,55811,56138,56226,56283,56393,56400,56336,56337,56176,56042,55948,55881,55810,55846,55791,55805,55737,55761,55713,55787,55579,55487,55412,55345,55131,54996,54846,54626,54300,53979,53760,53531,53353,52975,52735,52412,52086,51755,51645,51119,50546,49903,49502,48662,47959,47266,46783,46341,46010,45837,45798,45868,46002,46162,46431,46537,46912,47210,47403,47881,48313,48673,49033,49519,50051,50491,51213,51881,52706,53373,54217,55131,55944,56472,57203,58016,58638,59011,59600,59956,60107,60322,60604,60650,60914,60981,60918,60905,60916,60787,60692,60374,60175,59777,59540,58955,58440,58002,57381,56532,55774,55276,54326,53420,52378,51840,50991,50113,49116,48493,47582,46585,45615,44978,43889,42574,40876,39586,37583,35140,32562,30993,28547,26092,23931,22625,21019,19510,18775,17790,17085,16400,16160,15785,15369,15225,15097,14780,14798,14582,14574,14520,14573,14425,14488,14456,14509,14587,14681,14764,15003,15168,15329,15480,15796,16012,16142,16372,16658,16662,16922,17194,17340,17446,17554,17680,17789,17943,18040,18149,18190,18213,18235,18319,18180,18078,18086,18014,17944,17851,17757,17602,17447,17255,16976,16868,16648,16396,16215,16043,15818,15539,15313,15154,14815,14616,14335,14083,13849,13599,13304,13048,12747,12438,12190,11843,11509,11339,10968,10738,10387,10166,9744,9414,9098,8813,8333,7827,7148,6836,6142,5440,4627,4282,3594,3184,2663,2409,2120,1774
,,,,,,,31,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
115 to 124mm-9,115_124mm,115 to 124mm-9:1,1,2023-09-09 18:46,1,,31,merus,,,,,,TS04439,TSH20X9,37.13999939,48.56000137,64,31325,33664,36761,39473,42574,44761,48882,53865,60074,64290,70787,76688,80282,85206,89640,93892,96397,100319,103908,107346,109426,112083,114523,116605,117517,118818,119559,119993,120319,120431,120484,120623,120439,120351,120285,119895,119896,119841,119813,119840,119984,120116,120187,120474,120418,120614,120506,120547,120509,120597,120325,120239,120103,119808,119515,119065,118718,118404,118200,117756,117311,116922,116462,116095,115827,114930,113900,112850,112002,110275,108744,107272,106139,105161,104341,103660,103561,103504,103573,103943,104451,104776,105564,106039,106613,107669,108487,109134,110032,110907,111916,112745,114108,115719,117647,119127,120855,122785,124628,125821,127383,129021,130487,131336,132426,133150,133557,133806,134488,134614,134921,135040,135176,135195,135078,134669,134253,133813,133047,132187,131190,129889,128629,127417,125686,123840,121768,120430,118242,115876,113316,111884,109672,107211,104806,103163,100857,98587,96358,94882,92381,89109,85384,82662,77761,72285,66680,63050,57577,52482,47867,45253,41944,38925,37353,35270,33704,32520,31854,31024,30122,29722,29402,28879,28448,28140,28019,27730,27647,27331,27223,27305,27345,27402,27451,27420,27708,27866,28087,28266,28533,28834,28919,29369,29658,29581,29947,30075,30472,30582,30606,30847,30998,31155,31298,31417,31475,31380,31444,31642,31329,31137,31124,31025,31017,30836,30562,30459,30148,29798,29326,29071,28562,28253,28021,27533,27145,26939,26563,25942,25520,25159,24709,24441,24021,23449,22859,22531,21968,21431,20911,20450,19830,19535,18978,18527,17788,17529,16901,16342,15511,15062,14122,13287,12320,11620,10483,9477,8041,7208,6193,5277,4416,3946,3629,3104
