sample_name,sample_class,session_id,session,session_date_utc,scan,cc,crab number,scan chela merus,durometer,refractometer,colorimeter_l,colorimter_a,colorimeter_b,scanner_serial,scan_configuration,scan_temperature,scan_humidity,scan_pga,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
95 to 104mm-2,95_104mm,95 to 104mm-2:1,1,2023-09-09 16:54,2,,11,merus,,,,,,TS04439,TSH20X9,34.33000183,58.29999924,64,11921,12921,14053,15135,16457,17295,18948,20734,23185,24850,27271,29537,30867,32512,34198,35630,36544,37978,39300,40666,41535,42663,43633,44446,44871,45410,45790,46031,46232,46413,46587,46647,46601,46587,46640,46622,46590,46707,46890,47101,47039,47225,47311,47440,47423,47623,47600,47729,47619,47719,47643,47561,47515,47423,47194,47016,46886,46786,46636,46440,46199,45989,45794,45508,45413,44903,44416,43911,43472,42694,41959,41325,40916,40471,40306,40127,40075,40255,40303,40470,40734,40847,41181,41404,41706,42242,42563,42994,43465,44038,44586,45059,45657,46211,46836,47220,47833,48560,49126,49717,50309,50941,51473,52003,52413,52710,52900,52994,53183,53212,53344,53382,53476,53396,53465,53382,53297,53142,52943,52711,52322,51877,51354,50995,50366,49619,48953,48499,47812,47047,46235,45753,45073,44227,43444,42950,42171,41419,40671,40116,39253,38300,36985,35946,34356,32530,30640,29516,27685,25955,24275,23248,22068,20838,20183,19426,18754,18277,18022,17527,17141,16987,16795,16613,16429,16238,16140,16067,15964,15812,15754,15780,15775,15777,15823,15812,16015,16024,16131,16310,16431,16500,16498,16601,16722,16746,16783,16923,17129,17041,17089,17180,17173,17255,17355,17305,17317,17350,17255,17295,17062,16997,16920,16828,16762,16679,16486,16233,16017,15935,15596,15496,15161,14988,14797,14636,14406,14213,14040,13776,13471,13346,13253,12989,12757,12546,12248,11940,11626,11469,11174,10904,10483,10432,10060,9853,9451,9312,8993,8580,8156,7896,7388,6883,6337,5947,5313,4624,3987,3648,2966,2627,2200,1989,1759,1550
,,,,,,,11,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
95 to 104mm-2,95_104mm,95 to 104mm-2:1,1,2023-09-09 16:54,3,,11,merus,,,,,,TS04439,TSH20X9,34.56000137,58.02999878,64,11613,12594,13718,14772,15975,16837,18418,20381,22713,24271,26715,28881,30157,31900,33397,34850,35839,37279,38581,39761,40576,41616,42667,43388,43781,44214,44675,44981,45191,45332,45345,45459,45547,45613,45605,45604,45738,45739,45832,45959,46025,46244,46228,46439,46485,46532,46603,46705,46701,46627,46495,46562,46542,46358,46384,46001,45984,45802,45553,45252,45060,44936,44658,44485,44374,43977,43441,42948,42401,41539,40773,40148,39789,39393,39289,39075,39170,39368,39431,39610,39822,39903,40272,40466,40690,41163,41701,42147,42684,43302,43774,44313,44901,45382,46091,46465,46939,47621,48227,48651,49298,50030,50680,51031,51514,51784,51887,51992,52149,52160,52166,52155,52252,52224,52202,52127,52222,52118,51771,51573,51390,50863,50403,49971,49450,48594,47868,47424,46753,45958,45134,44844,44097,43399,42655,42125,41506,40771,40064,39509,38637,37578,36325,35448,33765,31992,30271,29064,27399,25722,24288,23219,22090,21109,20542,19627,19100,18504,18292,17878,17577,17400,17209,16881,16769,16591,16524,16504,16370,16270,16322,16237,16211,16293,16373,16460,16558,16589,16657,16735,16928,17007,16965,17116,17135,17165,17240,17304,17347,17384,17421,17445,17405,17499,17611,17536,17622,17444,17490,17476,17379,17186,17172,17009,16984,16844,16693,16489,16271,16007,15701,15560,15369,15020,14936,14719,14570,14324,14093,13861,13551,13324,13149,13035,12761,12646,12297,11940,11837,11486,11172,10939,10561,10443,10132,9867,9481,9346,8922,8586,8225,7933,7408,6897,6349,5958,5353,4615,4017,3611,3051,2563,2127,1975,1875,1549
,,,,,,,11,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
95 to 104mm-1,95_104mm,95 to 104mm-1:1,1,2023-09-09 16:50,1,,10,chela ,,,,,,TS04439,TSH20X9,33.27999878,59.20000076,64,14087,15164,16579,17936,19201,20278,21981,24302,27076,29109,31792,34300,35824,37680,39407,41044,42213,43871,45225,46608,47320,48338,49304,50220,50657,51186,51583,51699,51694,51700,51584,51669,51680,51849,51791,51611,51601,51470,51401,51474,51540,51740,51791,52100,52114,52090,52115,51941,51829,51778,51703,51716,51795,51681,51619,51293,51157,50819,50485,50170,49909,49626,49468,49341,49330,48816,48262,47597,46981,46173,45214,44502,44056,43671,43459,43361,43353,43460,43456,43491,43632,43589,43842,43978,44195,44619,45114,45561,46110,46730,47177,47654,48219,48592,48979,49376,49821,50422,51033,51500,52107,52830,53406,53894,54314,54519,54723,54691,54725,54731,54662,54667,54706,54606,54654,54622,54391,54327,54159,54034,53699,53111,52526,52043,51380,50528,49760,49291,48497,47564,46864,46377,45709,44895,44231,43700,43035,42214,41371,40863,39892,38903,37466,36493,34880,33081,31259,30108,28332,26806,25072,24183,22971,21922,21136,20415,19754,19073,18866,18396,17955,17703,17524,17243,16973,16862,16839,16633,16514,16247,16382,16318,16226,16302,16317,16365,16337,16350,16458,16464,16558,16610,16478,16661,16625,16653,16695,16655,16674,16690,16720,16717,16668,16604,16686,16594,16808,16607,16516,16454,16325,16167,16196,15965,15856,15819,15455,15358,15177,14859,14592,14538,14250,13890,13797,13652,13310,13098,12946,12722,12373,12247,12026,11856,11478,11413,11030,10760,10594,10374,10090,9853,9473,9325,9034,8721,8411,8190,7863,7647,7338,7012,6393,6054,5540,5308,4536,4001,3411,3164,2581,2181,1883,1679,1558,1350
,,,,,,,10,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
95 to 104mm-1,95_104mm,95 to 104mm-1:1,1,2023-09-09 16:50,2,,10,chela ,,,,,,TS04439,TSH20X9,33.52000046,58.81999969,64,14508,15699,17145,18401,19890,20947,22688,25112,28079,29997,33048,35539,37067,39053,40920,42672,43804,45653,47070,48401,49260,50331,51327,52287,52720,53268,53611,53762,53826,53819,53709,53857,53732,53788,53832,53581,53608,53445,53344,53435,53347,53501,53602,53681,53690,53677,53609,53583,53457,53352,53132,53162,53092,52925,52861,52504,52344,52039,51814,51378,51157,50921,50755,50396,50393,49891,49421,48865,48304,47324,46560,45789,45354,44861,44598,44305,44336,44338,44424,44559,44696,44765,44948,45186,45347,45811,46141,46562,47074,47709,48145,48659,49139,49597,50138,50666,51105,51718,52316,52752,53331,54048,54599,54994,55414,55705,55825,55924,56020,55995,55933,55922,55895,55941,55749,55710,55650,55449,55178,54846,54548,53994,53453,52993,52310,51463,50635,50108,49322,48514,47519,47031,46317,45548,44711,44154,43298,42496,41674,41097,40268,39090,37721,36780,34978,33105,31213,29998,28247,26427,24833,23826,22602,21335,20660,19866,19162,18588,18284,17792,17499,17224,17033,16738,16531,16374,16273,16144,16068,15863,15867,15859,15862,15793,15778,15802,15841,15863,15920,15844,16080,16149,16084,16208,16302,16179,16317,16318,16417,16241,16380,16442,16368,16392,16543,16401,16408,16254,16281,16259,16135,15923,15821,15717,15722,15530,15336,15196,15017,14722,14565,14430,14078,13872,13754,13578,13288,13229,12992,12656,12465,12284,12066,11962,11623,11426,11145,10955,10659,10398,10090,9895,9488,9416,9026,8870,8575,8348,8071,7716,7431,7108,6599,6063,5646,5192,4556,4102,3482,3030,2693,2272,1857,1721,1648,1445
,,,,,,,10,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
95 to 104mm-1,95_104mm,95 to 104mm-1:1,1,2023-09-09 16:50,3,,10,chela ,,,,,,TS04439,TSH20X9,33.77000046,58.40999985,64,14977,16205,17754,18974,20507,21566,23416,25740,28805,30789,33825,36401,37877,39957,41794,43527,44696,46484,47935,49330,50162,51263,52295,53213,53615,54175,54621,54751,54887,54773,54613,54702,54802,54717,54787,54623,54614,54409,54386,54432,54406,54523,54731,54813,54943,54979,54884,54740,54652,54478,54337,54301,54307,54071,53995,53714,53437,53090,52820,52405,52100,51761,51623,51450,51290,50867,50319,49614,49073,48181,47277,46516,45988,45473,45235,45051,45059,45138,45192,45263,45453,45414,45683,45906,46091,46508,46936,47241,47761,48409,48895,49358,49949,50320,50835,51256,51709,52246,52871,53312,53842,54590,55166,55501,56036,56290,56411,56399,56538,56461,56546,56444,56428,56320,56249,56140,56016,55761,55501,55280,54958,54470,53841,53377,52679,51812,50943,50375,49540,48650,47597,47116,46251,45416,44613,44071,43283,42386,41590,41065,40151,38931,37561,36542,34768,32898,30909,29640,27706,26007,24223,23222,22011,20780,20060,19245,18588,18004,17583,17179,16828,16630,16499,16117,15920,15801,15694,15499,15422,15320,15202,15166,15154,15054,15142,15150,15207,15189,15284,15308,15449,15488,15492,15598,15611,15622,15608,15704,15746,15745,15684,15778,15761,15705,15764,15829,15778,15657,15488,15539,15372,15286,15196,15026,14965,14896,14777,14622,14323,14099,13887,13740,13482,13163,13047,12905,12710,12480,12280,12103,11919,11708,11518,11329,11047,10805,10552,10238,10093,9796,9537,9337,9059,8946,8594,8430,8050,7995,7622,7307,6996,6699,6299,5725,5362,4962,4324,3774,3239,2926,2453,2088,1705,1703,1459,1282
,,,,,,,10,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
115 to 124mm-2,115_124mm,115 to 124mm-2:1,1,2023-09-09 16:46,1,,10,merus,,,,,,TS04439,TSH20X9,32.00999832,61.00999832,64,9016,9780,10774,11443,12415,13162,14381,15893,17654,18836,20948,22544,23440,24713,25827,27117,27634,28641,29563,30466,31370,32116,32831,33387,33620,34284,34577,34766,34860,34904,35273,35355,35272,35313,35306,35457,35551,35492,35573,35700,36062,36128,35990,36142,36172,36684,36664,36793,36653,36471,36573,36540,36323,36041,35731,35942,35755,35575,35265,34957,35095,34676,34388,34039,33811,33537,32887,32124,31647,30682,30369,29576,29142,28567,28239,28328,28278,28311,28221,28253,28693,28668,28823,28949,29024,29555,29763,29923,30090,30505,31199,31638,31967,32399,32754,33411,33835,34189,34574,34850,35362,35817,36077,36291,36668,37354,37591,37524,37725,37674,38064,37959,37910,37706,37403,37570,37225,36869,36581,36264,36498,36130,35662,35165,34722,34529,33922,33383,32792,31962,31513,30912,30250,29449,28847,28920,28341,27798,27192,26762,26376,25605,24715,23952,22748,21708,20349,19601,18395,17372,16708,16092,15385,14824,14329,14005,13610,13362,13042,12805,12867,12680,12505,12286,12208,12328,12274,12137,11981,11811,11788,11786,11625,11560,11615,11693,11642,11627,11609,11631,12045,12045,11965,12064,11995,12025,12251,12108,12115,12025,12149,11973,11955,11957,11865,12137,12032,11968,11823,11766,11786,11639,11568,11498,11404,11296,11120,10975,10816,10588,10950,10846,10650,10403,10232,9878,9574,9491,9241,9010,9321,9207,9120,8916,8695,8457,8151,7804,7767,7504,7680,7552,7231,7153,6965,6788,6620,6504,6172,5904,5728,5466,4956,4525,4114,3655,3078,2620,2161,1933,1953,1680,1446,1299,1250,1124
