sample_name,sample_class,session_id,session,session_date_utc,scan,cc,crab number,scan chela merus,durometer,refractometer,colorimeter_l,colorimter_a,colorimeter_b,scanner_serial,scan_configuration,scan_temperature,scan_humidity,scan_pga,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
95 to 104mm-2,95_104mm,95 to 104mm-2:1,1,2023-09-10 10:49,3,,36,chela ,,,,,,TS04439,TSH20X9,33.45000076,56.54000092,64,11529,12366,13555,14537,15862,16747,18187,20198,22621,24247,26610,28602,29961,31629,33175,34454,35428,36774,37955,39154,39940,40938,41722,42398,42852,43265,43611,43755,43902,44030,43963,44185,44139,44129,44152,44129,44154,44087,44299,44319,44391,44634,44608,44787,44751,44980,45036,45170,45079,45209,45228,45426,45337,45243,45340,45188,45221,45118,44963,44788,44594,44213,43683,43046,42565,41504,40433,39714,39580,39321,39541,39841,39951,40338,40516,40488,40622,40631,40561,40591,40743,40618,40737,40809,41387,42375,43528,44287,45397,46281,46972,47613,48286,48829,49502,49990,50617,51245,51796,52327,52947,53591,54029,54463,54954,55283,55502,55589,55851,56058,56260,56434,56424,56492,56588,56494,56351,56210,56181,55998,55664,55232,54992,54444,54077,53525,52940,52592,51915,51141,50307,49843,48927,47978,46957,46195,45111,44052,43071,42428,41455,40498,39137,38249,36695,35140,33311,32062,30242,28402,26459,25425,23973,22732,21967,21077,20401,19691,19392,18973,18442,18244,18017,17747,17516,17393,17301,17172,17010,16915,16871,16936,16926,16914,17072,17148,17303,17432,17742,18026,18182,18459,18558,18780,19103,19215,19409,19563,19781,19882,20084,20254,20348,20514,20617,20650,20800,20670,20559,20558,20443,20341,20381,20213,20186,20099,19870,19622,19447,19292,18948,18770,18472,18055,17882,17614,17183,16829,16744,16291,15802,15428,15168,14632,14003,13813,13038,12458,12140,11595,11078,10417,9621,9232,8382,7575,6853,6490,5622,4911,4064,3488,2723,2310,2207,2369,2157,2131,2037,1885,1408,1207,1156,889,1008,857
,,,,,,,36,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
95 to 104mm-1,95_104mm,95 to 104mm-1:1,1,2023-09-10 10:48,1,,36,merus,,,,,,TS04439,TSH20X9,32.18999863,58.34000015,64,11104,11946,13116,14001,15249,16011,17492,19417,21723,23259,25505,27359,28543,30130,31528,32848,33623,34867,35941,37040,37770,38629,39385,40093,40386,40903,41187,41175,41248,41414,41448,41582,41521,41560,41545,41548,41545,41601,41709,41856,41886,42023,42072,42198,42245,42405,42499,42463,42542,42476,42527,42447,42420,42292,42091,41957,41796,41607,41362,41089,40818,40299,39663,38978,38354,37440,36159,35359,34943,34570,34487,34441,34375,34355,34365,34170,34179,34089,33893,33760,33882,33620,33623,33763,34009,34856,35806,36395,37149,37902,38482,39031,39531,39960,40427,41045,41419,42016,42499,42872,43367,43931,44341,44634,45053,45345,45525,45577,45776,45851,45988,46033,46040,46010,45932,45865,45617,45481,45195,44979,44653,44189,43594,43146,42619,41963,41284,40739,40000,39183,38399,37856,37038,36083,35113,34530,33606,32568,31777,31270,30393,29319,28126,27348,25913,24452,22913,21859,20259,18719,17259,16393,15336,14318,13795,13193,12738,12168,11903,11674,11292,11050,10955,10691,10576,10476,10447,10307,10207,10129,10044,10063,10073,10029,10068,10102,10177,10276,10333,10487,10630,10766,10801,10972,11064,11225,11294,11316,11521,11563,11652,11665,11803,11865,11916,12047,12128,11999,12076,12076,12013,11913,11904,11893,11891,11829,11660,11685,11548,11443,11271,11232,10991,10724,10644,10436,10246,10150,9929,9774,9517,9359,9098,8831,8532,8347,7939,7660,7407,7080,6750,6412,6015,5656,5198,4679,4243,4022,3587,3091,2591,2248,1868,1554,1460,1516,1411,1412,1230,1193,921,871,706,662,655,572
,,,,,,,36,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
95 to 104mm-1,95_104mm,95 to 104mm-1:1,1,2023-09-10 10:48,2,,36,merus,,,,,,TS04439,TSH20X9,32.41999817,57.97000122,64,11123,11990,13065,14049,15163,16070,17454,19438,21739,23290,25473,27456,28551,30139,31525,32787,33526,34862,35923,36875,37575,38540,39257,39918,40237,40646,40903,41101,41140,41234,41267,41382,41285,41395,41325,41336,41417,41381,41469,41585,41612,41804,41845,42012,42053,42193,42268,42314,42218,42251,42246,42164,42196,42030,41887,41752,41588,41420,41194,40845,40577,40140,39476,38786,38275,37188,36034,35145,34821,34407,34339,34287,34263,34237,34326,34164,34074,34040,33897,33722,33803,33588,33659,33705,34076,34930,35751,36408,37270,37956,38519,39009,39564,39997,40460,40942,41382,41870,42484,42881,43317,43892,44394,44637,44948,45278,45417,45511,45679,45725,45837,45960,45925,45902,45850,45774,45565,45335,45073,44835,44567,44019,43517,43095,42531,41891,41189,40693,39940,39207,38298,37786,36978,36031,35064,34427,33426,32630,31614,31156,30283,29198,28093,27235,25909,24386,22896,21803,20139,18696,17211,16385,15229,14302,13816,13161,12622,12197,12067,11635,11342,11132,11040,10794,10701,10587,10537,10442,10344,10130,10203,10233,10170,10206,10147,10227,10349,10348,10418,10622,10708,10840,10839,11058,11187,11295,11390,11514,11555,11653,11711,11840,11903,11946,12072,12104,12152,12154,12161,12157,12104,12042,12079,11971,11996,11935,11819,11742,11643,11506,11324,11243,11018,10866,10784,10583,10323,10198,10043,9789,9630,9397,9254,8943,8658,8393,7988,7713,7379,7149,6893,6447,5952,5760,5278,4840,4300,4078,3595,3138,2618,2328,1849,1591,1517,1476,1504,1319,1293,1126,1003,867,680,595,683,560
,,,,,,,36,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
95 to 104mm-1,95_104mm,95 to 104mm-1:1,1,2023-09-10 10:48,3,,36,merus,,,,,,TS04439,TSH20X9,32.65000153,57.54999924,64,11088,11965,13124,14149,15273,16111,17630,19512,21793,23372,25594,27528,28717,30244,31610,33001,33719,34800,35948,37055,37755,38536,39336,40008,40349,40745,41013,41187,41226,41288,41359,41456,41398,41438,41464,41355,41524,41524,41493,41663,41743,41898,41911,42066,42078,42222,42244,42330,42317,42295,42244,42274,42198,42089,41979,41755,41605,41430,41205,40857,40673,40105,39571,38818,38307,37178,36060,35245,34865,34451,34323,34281,34323,34292,34312,34187,34173,34083,33903,33881,33874,33718,33690,33743,34209,35018,35838,36599,37352,38009,38614,39069,39618,40119,40694,41059,41582,42037,42577,42964,43508,43938,44432,44720,45062,45402,45452,45498,45857,45798,45932,45988,46061,45956,45831,45762,45682,45467,45165,44852,44574,44030,43553,43165,42611,41903,41155,40765,40045,39218,38435,37835,37044,36089,35072,34443,33430,32587,31696,31167,30342,29232,28043,27333,25899,24401,22874,21760,20160,18689,17167,16325,15326,14347,13761,13120,12683,12202,12024,11684,11359,11182,11048,10869,10664,10603,10536,10438,10366,10246,10241,10210,10170,10189,10144,10235,10344,10413,10521,10613,10782,10912,10925,11089,11252,11306,11457,11528,11586,11743,11710,11974,11939,11965,12121,12180,12254,12154,12154,12198,12097,12092,12097,12016,12019,11936,11927,11836,11699,11543,11344,11283,11067,10883,10811,10648,10425,10310,10109,9864,9655,9461,9214,9020,8650,8471,8082,7745,7499,7202,6827,6521,6013,5798,5297,4841,4310,4116,3604,3143,2665,2317,1776,1576,1518,1535,1523,1389,1318,1127,915,786,704,606,706,553
,,,,,,,36,merus,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
105 to 114mm-2,105_114mm,105 to 114mm-2:1,1,2023-09-10 10:46,1,,35,chela ,,,,,,TS04439,TSH20X9,31.64999962,58.84999847,64,9471,10202,11132,11962,13011,13715,15006,16658,18554,19843,21767,23480,24375,25688,26827,27878,28637,29640,30547,31479,32072,32825,33433,34061,34210,34587,34770,34859,34951,35034,35109,35082,35017,35125,35137,35065,35039,35055,35070,35263,35242,35396,35374,35536,35558,35608,35652,35605,35574,35558,35464,35474,35415,35205,35148,34963,34866,34647,34416,34087,33881,33467,33031,32428,31945,31007,30062,29381,29050,28652,28584,28533,28457,28508,28480,28383,28324,28340,28184,28118,28132,28007,27976,28060,28407,28992,29706,30309,30936,31526,31998,32461,32979,33174,33710,34069,34415,34855,35298,35658,35998,36560,36923,37222,37578,37790,37851,37995,38148,38120,38317,38292,38444,38378,38257,38194,38115,37923,37676,37490,37217,36796,36462,36055,35762,35082,34619,34232,33740,33081,32546,32043,31435,30670,29870,29357,28604,27984,27223,26765,26089,25296,24391,23632,22607,21337,20113,19286,17913,16671,15393,14683,13714,12887,12459,11773,11420,10861,10714,10425,10108,9914,9807,9555,9487,9315,9225,9103,9065,8934,8872,8892,8860,8973,8936,9026,9078,9223,9333,9366,9595,9758,9785,9992,10149,10216,10408,10498,10571,10700,10848,10908,11016,11122,11108,11250,11245,11236,11247,11331,11236,11169,11255,11226,11219,11156,10958,10938,10915,10741,10675,10518,10379,10295,10144,9917,9918,9653,9480,9311,9122,8886,8702,8556,8262,8030,7811,7474,7225,6888,6569,6232,5811,5664,5110,4704,4219,3970,3514,3091,2504,2253,1747,1541,1466,1363,1355,1368,1211,1094,971,830,698,607,605,596
,,,,,,,35,chela ,,,,,,,,,,,901.2609948,903.8821375,907.8102267,911.7339663,915.6533561,918.2638661,922.1760064,926.083797,929.9872379,932.5871153,936.4833067,940.3751484,942.967293,946.8518852,950.7321276,954.6080204,957.1895324,961.0581756,964.9224691,968.7824129,971.3532923,975.2059866,979.0543312,982.8983261,985.4585729,989.2953182,993.1277139,996.9557599,999.505374,1003.32617,1007.142617,1010.954714,1013.493696,1017.298543,1021.099041,1024.895189,1027.423538,1031.212437,1034.996986,1038.777185,1041.294901,1045.067851,1048.836451,1052.600701,1055.107785,1058.864785,1062.617436,1066.365738,1068.862189,1072.60324,1076.339943,1080.072295,1082.558113,1086.283216,1090.003969,1093.720373,1096.195559,1099.904713,1103.609517,1107.309971,1109.774525,1113.46773,1117.156585,1120.841091,1123.295011,1126.972267,1130.645174,1134.31373,1136.757018,1140.418325,1144.075283,1147.727891,1150.160546,1153.805904,1157.446913,1161.083572,1163.505594,1167.135004,1170.760063,1174.380773,1176.792163,1180.405624,1184.014734,1186.418392,1190.020253,1193.617764,1197.210926,1199.603951,1203.189863,1206.771425,1210.348638,1212.73103,1216.300994,1219.866607,1223.427871,1225.79963,1229.353645,1232.90331,1236.448624,1238.809751,1242.347817,1245.881532,1249.410899,1251.761393,1255.283509,1258.801276,1262.314693,1264.654555,1268.160722,1271.66254,1275.160008,1277.489237,1280.979456,1284.465325,1287.946844,1290.265441,1293.73971,1297.20963,1300.675201,1302.983164,1306.441485,1309.895456,1313.345078,1315.642409,1319.084781,1322.522803,1325.956475,1328.243174,1331.669597,1335.09167,1338.509394,1340.785459,1344.195933,1347.602058,1351.003832,1353.269266,1356.663791,1360.053966,1363.439792,1365.694592,1369.073169,1372.447395,1375.817272,1378.06144,1381.424067,1384.782345,1388.136272,1390.369808,1393.716486,1397.058815,1400.396794,1402.619696,1405.950426,1409.276805,1411.491975,1414.811106,1418.125886,1421.436317,1423.640854,1426.944035,1430.242867,1433.537349,1435.731253,1439.018486,1442.301368,1445.579901,1447.763173,1451.034457,1454.30139,1457.563974,1459.736614,1462.991948,1466.242933,1469.489568,1471.651575,1474.89096,1478.125996,1481.356682,1483.508057,1486.731493,1489.95058,1493.165317,1495.306059,1498.513547,1501.716685,1504.915473,1507.045582,1510.237121,1513.42431,1516.607149,1518.726625,1521.902215,1525.073455,1528.240346,1530.349189,1533.50883,1536.664121,1539.815063,1541.913274,1545.056966,1548.196308,1551.331301,1553.418879,1556.546622,1559.670016,1562.789059,1564.866005,1567.977799,1571.085244,1574.188338,1576.254652,1579.350497,1582.441992,1585.529138,1587.584819,1590.664715,1593.740262,1596.811458,1598.856507,1601.920454,1604.980051,1608.035299,1610.069715,1613.117713,1616.161362,1618.188044,1621.224444,1624.256493,1627.284193,1629.300243,1632.320693,1635.336794,1638.348544,1640.353962,1643.358463,1646.358615,1649.354417,1651.349201,1654.337754,1657.321957,1660.30181,1662.285962,1665.258565,1668.226819,1671.190723,1673.164242,1676.120897,1679.073202,1682.021157,1683.984044,1686.924749,1689.861105,1692.793112,1694.745366,1697.670122,1700.590529
105 to 114mm-2,105_114mm,105 to 114mm-2:1,1,2023-09-10 10:46,2,,35,chela ,,,,,,TS04439,TSH20X9,31.87999916,58.61999893,64,9575,10297,11244,12096,13111,13803,15171,16732,18676,19950,21891,23584,24534,25769,26974,28018,28663,29759,30602,31495,32072,32856,33516,34061,34317,34685,34852,34956,35097,35120,35036,35113,35169,35129,35061,35053,35109,35138,35232,35202,35316,35389,35465,35547,35550,35664,35663,35686,35642,35666,35572,35580,35477,35372,35257,35092,35021,34742,34577,34333,34039,33660,33171,32479,32037,31213,30203,29485,29083,28763,28672,28662,28606,28652,28704,28485,28470,28475,28322,28225,28286,28137,28178,28241,28536,29186,29894,30378,31090,31714,32122,32569,32998,33347,33782,34162,34524,34987,35432,35771,36187,36630,37094,37328,37609,37861,38006,38021,38227,38262,38361,38418,38532,38318,38285,38249,38160,37970,37822,37558,37341,36949,36589,36236,35796,35268,34751,34380,33896,33234,32622,32188,31574,30772,30087,29512,28778,28012,27307,26966,26234,25385,24561,23819,22738,21479,20235,19302,18059,16752,15551,14691,13778,12988,12468,11929,11415,10919,10811,10388,10181,9897,9769,9610,9425,9407,9224,9148,9106,8950,8993,8979,9016,8999,9023,9145,9208,9325,9396,9601,9667,9848,9895,10091,10240,10359,10435,10565,10697,10892,10891,11045,11124,11204,11324,11309,11385,11435,11400,11486,11415,11416,11369,11337,11276,11303,11244,11120,11001,10961,10788,10678,10594,10285,10303,10087,9915,9734,9718,9431,9226,9016,8984,8594,8329,8081,7792,7509,7245,7010,6594,6349,5910,5625,5166,4700,4263,4087,3602,3076,2589,2237,1824,1516,1483,1455,1402,1300,1203,1095,950,753,649,641,621,546
